RID,Protocol,ip_src,ip_dst,pro_srcport,pro_dstport,flags_ack,ip_flags_mf,ip_flags_df,ip_flags_rb,pro_seq,pro_ack,frame_time,Packets,Bytes1,Tx_Packets,Tx_Bytes,Rx_Packets,Rx_Bytes,Label
C856038216,icmp,192.168.14.1,192.168.23.2,4873,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898503000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C526169111,icmp,192.168.14.1,192.168.23.2,4874,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898520000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1952705288,icmp,192.168.14.1,192.168.23.2,4875,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898544000 Mountain Daylight Time,8,432,4,216,4,216,normal
C974513000,icmp,192.168.14.1,192.168.23.2,4876,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898555000 Mountain Daylight Time,6,324,3,162,3,162,normal
C961180473,icmp,192.168.14.1,192.168.23.2,4878,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898801000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1137476619,icmp,192.168.14.1,192.168.23.2,4879,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898804000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C681319633,icmp,192.168.14.1,192.168.23.2,4880,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898812000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1032303625,icmp,192.168.14.1,192.168.23.2,4881,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898823000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1463737147,icmp,192.168.14.1,192.168.23.2,4882,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898827000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1895162123,icmp,192.168.14.1,192.168.23.2,4883,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898841000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C944177488,icmp,192.168.14.1,192.168.23.2,4884,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898865000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C945868205,icmp,192.168.14.1,192.168.23.2,4885,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898874000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C421936793,icmp,192.168.14.1,192.168.23.2,4889,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898883000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1174698255,icmp,192.168.14.1,192.168.23.2,4890,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898894000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1187622174,icmp,192.168.14.1,192.168.23.2,4893,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898901000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C2021264847,icmp,192.168.14.1,192.168.23.2,4894,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898908000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1350579887,icmp,192.168.14.1,192.168.23.2,4895,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898918000 Mountain Daylight Time,8,432,4,216,4,216,normal
C900325809,icmp,192.168.14.1,192.168.23.2,4897,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898925000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1040390983,icmp,192.168.14.1,192.168.23.2,4898,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898931000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C373259581,icmp,192.168.14.1,192.168.23.2,4899,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898941000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1205535771,icmp,192.168.14.1,192.168.23.2,4900,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898948000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1023791416,icmp,192.168.14.1,192.168.23.2,4901,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898953000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1992387627,icmp,192.168.14.1,192.168.23.2,4910,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898964000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1764050228,icmp,192.168.14.1,192.168.23.2,4911,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898972000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C812452702,icmp,192.168.14.1,192.168.23.2,4912,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898977000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1303415116,icmp,192.168.14.1,192.168.23.2,4914,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898988000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C251623723,icmp,192.168.14.1,192.168.23.2,4915,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.898994000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C574678736,icmp,192.168.14.1,192.168.23.2,4916,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899001000 Mountain Daylight Time,8,432,4,216,4,216,normal
C857481933,icmp,192.168.14.1,192.168.23.2,4918,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899012000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1180644260,icmp,192.168.14.1,192.168.23.2,4920,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899019000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1670130649,icmp,192.168.14.1,192.168.23.2,4924,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899025000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1624358723,icmp,192.168.14.1,192.168.23.2,4926,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899036000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C839508958,icmp,192.168.14.1,192.168.23.2,4928,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899046000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C254022844,icmp,192.168.14.1,192.168.23.2,4930,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899048000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C520655165,icmp,192.168.14.1,192.168.23.2,4931,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899058000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C476004534,icmp,192.168.14.1,192.168.23.2,4932,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899065000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C828137708,icmp,192.168.14.1,192.168.23.2,4933,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899076000 Mountain Daylight Time,12,648,6,324,6,324,normal
C1832354627,icmp,192.168.14.1,192.168.23.2,4935,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899080000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1640607692,icmp,192.168.14.1,192.168.23.2,4936,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899087000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1655690155,icmp,192.168.14.1,192.168.23.2,4937,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899102000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1447669508,icmp,192.168.14.1,192.168.23.2,4938,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899109000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1387340342,icmp,192.168.14.1,192.168.23.2,4940,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899120000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1310687552,icmp,192.168.14.1,192.168.23.2,4944,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899124000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C962964941,icmp,192.168.14.1,192.168.23.2,4946,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899136000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1345913047,icmp,192.168.14.1,192.168.23.2,4947,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899139000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C742418862,icmp,192.168.14.1,192.168.23.2,4948,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899146000 Mountain Daylight Time,12,648,6,324,6,324,normal
C781535696,icmp,192.168.14.1,192.168.23.2,4949,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899168000 Mountain Daylight Time,6,324,3,162,3,162,normal
C917687149,icmp,192.168.14.1,192.168.23.2,4952,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899178000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1553712834,icmp,192.168.14.1,192.168.23.2,4954,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899190000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C2022543006,icmp,192.168.14.1,192.168.23.2,4957,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899196000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1732964410,icmp,192.168.14.1,192.168.23.2,4959,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899203000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C455457468,icmp,192.168.14.1,192.168.23.2,4964,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899214000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1060357323,icmp,192.168.14.1,192.168.23.2,4965,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899220000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1088914295,icmp,192.168.14.1,192.168.23.2,4968,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899226000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C799331384,icmp,192.168.14.1,192.168.23.2,4969,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899244000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1346393478,icmp,192.168.14.1,192.168.23.2,4970,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899247000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C742426818,icmp,192.168.14.1,192.168.23.2,4971,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899249000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C691390824,icmp,192.168.14.1,192.168.23.2,4972,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899255000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C2064340397,icmp,192.168.14.1,192.168.23.2,4973,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899267000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1032901093,icmp,192.168.14.1,192.168.23.2,4977,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899273000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C988361142,icmp,192.168.14.1,192.168.23.2,4978,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899281000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1712511988,icmp,192.168.14.1,192.168.23.2,4980,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899303000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C782360507,icmp,192.168.14.1,192.168.23.2,4981,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899314000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C813143271,icmp,192.168.14.1,192.168.23.2,4982,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899327000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C2086177930,icmp,192.168.14.1,192.168.23.2,4983,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899333000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1842362562,icmp,192.168.14.1,192.168.23.2,4984,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899340000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1628195123,icmp,192.168.14.1,192.168.23.2,4985,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899351000 Mountain Daylight Time,8,432,4,216,4,216,normal
C465000700,icmp,192.168.14.1,192.168.23.2,4986,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899357000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C598977500,icmp,192.168.14.1,192.168.23.2,4987,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899363000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1330217280,icmp,192.168.14.1,192.168.23.2,4988,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899374000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1276058699,icmp,192.168.14.1,192.168.23.2,4989,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899381000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1834933646,icmp,192.168.14.1,192.168.23.2,4994,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899387000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1401779890,icmp,192.168.14.1,192.168.23.2,4995,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899397000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1355660802,icmp,192.168.14.1,192.168.23.2,4996,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899962000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1679039764,icmp,192.168.14.1,192.168.23.2,4997,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899968000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C2134707893,icmp,192.168.14.1,192.168.23.2,4998,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899970000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1195233030,icmp,192.168.14.1,192.168.23.2,4999,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899972000 Mountain Daylight Time,4,216,2,108,2,108,normal
C2050835533,icmp,192.168.14.1,192.168.23.2,5000,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899974000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1040521891,icmp,192.168.14.1,192.168.23.2,5001,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.899976000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C693826416,icmp,192.168.14.1,192.168.23.2,5002,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900000000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C3558562,icmp,192.168.14.1,192.168.23.2,5003,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900004000 Mountain Daylight Time,14,756,7,378,7,378,normal
C272203717,icmp,192.168.14.1,192.168.23.2,5004,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900007000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C117419875,icmp,192.168.14.1,192.168.23.2,5006,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900015000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C2025856447,icmp,192.168.14.1,192.168.23.2,5008,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900042000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1243680089,icmp,192.168.14.1,192.168.23.2,5009,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900049000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C289248399,icmp,192.168.14.1,192.168.23.2,5010,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900060000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1782756732,icmp,192.168.14.1,192.168.23.2,5011,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900085000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C311914606,icmp,192.168.14.1,192.168.23.2,5013,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900095000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1352592544,icmp,192.168.14.1,192.168.23.2,5014,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900109000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C763003856,icmp,192.168.14.1,192.168.23.2,5015,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900125000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1391209046,icmp,192.168.14.1,192.168.23.2,5017,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900137000 Mountain Daylight Time,10,540,5,270,5,270,normal
C2077303909,icmp,192.168.14.1,192.168.23.2,5018,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900163000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1544367187,icmp,192.168.14.1,192.168.23.2,5019,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900177000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C621826049,icmp,192.168.14.1,192.168.23.2,5020,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900198000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C371023983,icmp,192.168.14.1,192.168.23.2,5021,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900217000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1688050885,icmp,192.168.14.1,192.168.23.2,5022,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900235000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1363626929,icmp,192.168.14.1,192.168.23.2,5024,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900249000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1995479488,icmp,192.168.14.1,192.168.23.2,5025,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900278000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C185827689,icmp,192.168.14.1,192.168.23.2,5026,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900289000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C65032058,icmp,192.168.14.1,192.168.23.2,5027,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900310000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1745978996,icmp,192.168.14.1,192.168.23.2,5028,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900328000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C442313775,icmp,192.168.14.1,192.168.23.2,5031,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900348000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C231931588,icmp,192.168.14.1,192.168.23.2,5032,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900364000 Mountain Daylight Time,8,432,4,216,4,216,normal
C214494107,icmp,192.168.14.1,192.168.23.2,5033,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900391000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1745808976,icmp,192.168.14.1,192.168.23.2,5035,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900413000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C465673002,icmp,192.168.14.1,192.168.23.2,5036,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900420000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C33514056,icmp,192.168.14.1,192.168.23.2,5037,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900436000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1243661791,icmp,192.168.14.1,192.168.23.2,5038,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900453000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1438899877,icmp,192.168.14.1,192.168.23.2,5039,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900461000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1120671740,icmp,192.168.14.1,192.168.23.2,5040,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900477000 Mountain Daylight Time,6,324,3,162,3,162,normal
C953925839,icmp,192.168.14.1,192.168.23.2,5041,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900503000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1956246582,icmp,192.168.14.1,192.168.23.2,5042,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900509000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1063533302,icmp,192.168.14.1,192.168.23.2,5045,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900511000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C498444561,icmp,192.168.14.1,192.168.23.2,5046,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900560000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2072956880,icmp,192.168.14.1,192.168.23.2,5047,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900569000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1074638035,icmp,192.168.14.1,192.168.23.2,5049,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900571000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1579195822,icmp,192.168.14.1,192.168.23.2,5050,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900573000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1852660314,icmp,192.168.14.1,192.168.23.2,5051,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900575000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1662052360,icmp,192.168.14.1,192.168.23.2,5053,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900577000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1314302861,icmp,192.168.14.1,192.168.23.2,5054,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900580000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C339841540,icmp,192.168.14.1,192.168.23.2,5055,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900598000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C284861788,icmp,192.168.14.1,192.168.23.2,5057,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900603000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1959682019,icmp,192.168.14.1,192.168.23.2,5058,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900625000 Mountain Daylight Time,6,324,3,162,3,162,normal
C264214580,icmp,192.168.14.1,192.168.23.2,5060,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900656000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C393673333,icmp,192.168.14.1,192.168.23.2,5061,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900660000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1382247810,icmp,192.168.14.1,192.168.23.2,5062,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900677000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1414791530,icmp,192.168.14.1,192.168.23.2,5063,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900698000 Mountain Daylight Time,8,432,4,216,4,216,normal
C668556780,icmp,192.168.14.1,192.168.23.2,5064,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900716000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C131903024,icmp,192.168.14.1,192.168.23.2,5066,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900726000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1310379060,icmp,192.168.14.1,192.168.23.2,5067,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900759000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C976341964,icmp,192.168.14.1,192.168.23.2,5069,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900775000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1475004251,icmp,192.168.14.1,192.168.23.2,5070,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900803000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C891641528,icmp,192.168.14.1,192.168.23.2,5071,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900808000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C767975236,icmp,192.168.14.1,192.168.23.2,5073,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900811000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C421371547,icmp,192.168.14.1,192.168.23.2,5074,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900827000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C407651068,icmp,192.168.14.1,192.168.23.2,5076,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900844000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C117641171,icmp,192.168.14.1,192.168.23.2,5077,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900859000 Mountain Daylight Time,6,324,3,162,3,162,normal
C404773896,icmp,192.168.14.1,192.168.23.2,5078,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900870000 Mountain Daylight Time,4,216,2,108,2,108,normal
C1841094865,icmp,192.168.14.1,192.168.23.2,5080,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900882000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C396166200,icmp,192.168.14.1,192.168.23.2,5081,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900899000 Mountain Daylight Time,6,324,3,162,3,162,normal
C142605455,icmp,192.168.14.1,192.168.23.2,5082,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900905000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C304423316,icmp,192.168.14.1,192.168.23.2,5084,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900915000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C412475753,icmp,192.168.14.1,192.168.23.2,5085,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900936000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1733724807,icmp,192.168.14.1,192.168.23.2,5086,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900941000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C272271718,icmp,192.168.14.1,192.168.23.2,5087,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900953000 Mountain Daylight Time,8,432,4,216,4,216,normal
C732439412,icmp,192.168.14.1,192.168.23.2,5088,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900977000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C469828033,icmp,192.168.14.1,192.168.23.2,5090,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.900980000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1330684532,icmp,192.168.14.1,192.168.23.2,5091,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.901015000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C199586625,icmp,192.168.14.1,192.168.23.2,5092,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.901020000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1639727818,icmp,192.168.14.1,192.168.23.2,5093,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.901021000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1965512757,icmp,192.168.14.1,192.168.23.2,5094,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.901022000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1059985383,icmp,192.168.14.1,192.168.23.2,5095,8000,1,0,0,0,1,1, 16-Jun 2020 20:24:02.901032000 Mountain Daylight Time,4,216,2,108,2,108,smurf
